BROL01800216	1
BROL01801000	1
BROL01801016	1
BROM00400400	7
BROM00600600	5
BROM00600601	5
BROM00600602	4
BROM00600608	6
BROM00800800	2
BROM01001000	3
BROM01001016	2
BROM01201200	2
BROM01800400	1
BROM01800600	1
BROM01800800	1
BROM01801200	1
BROM02002000	5
GOLM00400400	1
GOLM00600600	1
GOLM00600604	6
GOLM00800800	1
GOLM01001000	1
GOLM01001016	2
GOLM01201200	2
GOLM02002000	3
GRAL02002000	1
GRAM00400400	9
GRAM00600200	2
GRAM00600600	7
GRAM00600601	3
GRAM00600602	2
GRAM00800800	7
GRAM01001000	5
GRAM01001016	4
GRAM01201200	6
GRAM02002000	5
GREL00600602	2
GREL01001008	1
GREL02402400	2
GREL04804800	1
GREL06002601	1
GREL06006000	1
GREL12012000	1
GREM00300300	1
GREM00400400	18
GREM00400404	3
GREM00600200	1
GREM00600216	1
GREM00600600	61
GREM00600604	1
GREM00600616	6
GREM00800800	18
GREM00800804	2
GREM01001000	23
GREM01001001	2
GREM01001004	1
GREM01001016	10
GREM01001020	1
GREM01201200	11
GREM01201204	2
GREM01201216	1
GREM02001000	1
GREM02002000	15
GRES00600600	21
OFFL02002000	1
OFFM00400400	7
OFFM00600300	1
OFFM00600316	2
OFFM00600416	1
OFFM00600600	47
OFFM00600608	3
OFFM00600616	2
OFFM00800800	11
OFFM01001000	20
OFFM01001016	10
OFFM01201200	10
OFFM01201208	2
OFFM02002000	13
OFFS00600600	21
OFFS00600601	20
ORAM00400400	10
ORAM00600600	18
ORAM00600608	2
ORAM00800800	10
ORAM01001000	6
ORAM01001016	7
ORAM01201200	5
ORAM02002000	6
ORAS00600600	4
OTHM00600601	27
PINM00600601	1
PINM00600608	4
PINM01001000	1
PINM01001016	1
PINM02002000	5
PURM00400400	3
PURM00600600	6
PURM00600616	1
PURM00800800	6
PURM01001000	4
PURM01001016	3
PURM01201200	4
PURM02002000	4
PURS00600600	20
REDL01201216	1
REDL02002002	1
REDM00100604	2
REDM00400400	19
REDM00400402	1
REDM00400404	2
REDM00600216	1
REDM00600316	3
REDM00600516	1
REDM00600600	20
REDM00600601	6
REDM00600602	4
REDM00600604	4
REDM00600608	10
REDM00600616	6
REDM00800800	14
REDM00800802	1
REDM00800804	1
REDM01000701	2
REDM01001000	29
REDM01001002	1
REDM01001004	2
REDM01001005	2
REDM01001016	11
REDM01201200	10
REDM01201202	1
REDM01201204	1
REDM01201216	1
REDM02002000	14
REDM02002004	1
REDM02002008	1
REDS00400400	1
REDS00600600	58
REDS00600616	2
REDS00800800	1
REDS01001000	1
REDS01001001	1
REDS01201200	1
REDS02002000	2
SILM00600602	4
TANH00600608	6
TANL00600600	2
TANM00600608	6
TANM00600610	3
TRAL02010004	1
TRAM00400400	1
TRAM00800800	1
TRAM01001000	1
TRAM01001016	1
TRAM01201200	1
TRAM02002000	1
TRAM04002004	1
WHIG02002002	1
WHIL00600600	2
WHIL00600608	12
WHIL01001008	6
WHIL01001016	2
WHIL01201200	1
WHIL01201216	1
WHIL02002002	1
WHIL03002716	4
WHIM00400400	6
WHIM00400401	1
WHIM00400404	1
WHIM00600116	1
WHIM00600216	4
WHIM00600300	1
WHIM00600316	2
WHIM00600600	34
WHIM00600601	44
WHIM00600602	7
WHIM00600604	3
WHIM00600608	2
WHIM00600616	66
WHIM00800800	4
WHIM01001000	4
WHIM01001002	1
WHIM01001016	3
WHIM01201200	2
WHIM01601600	1
WHIM01801800	1
WHIM02002000	5
WHIM02601301	1
WHIS00600600	11
YELL01201200	1
YELL01201216	1
YELM00400400	8
YELM00400404	1
YELM00600600	22
YELM00700700	1
YELM00800800	6
YELM00800804	1
YELM01001000	4
YELM01001001	1
YELM01001016	5
YELM01201200	3
YELM01201204	1
YELM02002000	6
YELS00600600	18
OFFM00600604	6
REDM00300300	1
BROH00600600	1
